GeneID1	GeneID2	PCC_healthy	feature_type	PCC_healthy_abs
p-cresol glucuronide*	octadecenedioylcarnitine (C18:1-DC)*	-0.144047731021019	metabolite-metabolite	0.144047731021019
adipoylcarnitine (C6-DC)	octadecenedioylcarnitine (C18:1-DC)*	0.523243894752356	metabolite-metabolite	0.523243894752356
suberoylcarnitine (C8-DC)	octadecenedioylcarnitine (C18:1-DC)*	0.441429831212993	metabolite-metabolite	0.441429831212993
phenylacetylglutamate	octadecenedioylcarnitine (C18:1-DC)*	-0.105289018720206	metabolite-metabolite	0.105289018720206
dodecenedioate (C12:1-DC)*	octadecenedioylcarnitine (C18:1-DC)*	0.391562858532268	metabolite-metabolite	0.391562858532268
hexadecenedioate (C16:1-DC)*	octadecenedioylcarnitine (C18:1-DC)*	0.478767906317061	metabolite-metabolite	0.478767906317061
octadecenedioate (C18:1-DC)	octadecenedioylcarnitine (C18:1-DC)*	0.592869435014334	metabolite-metabolite	0.592869435014334
glutamine conjugate of C7H12O2*	octadecenedioylcarnitine (C18:1-DC)*	0.294356788949274	metabolite-metabolite	0.294356788949274
glutamine conjugate of C6H10O2 (1)*	octadecenedioylcarnitine (C18:1-DC)*	0.253242228493859	metabolite-metabolite	0.253242228493859
2-hydroxysebacate	octadecenedioylcarnitine (C18:1-DC)*	0.26374436430643	metabolite-metabolite	0.26374436430643
4-methylhexanoylglutamine	octadecenedioylcarnitine (C18:1-DC)*	0.194956187386621	metabolite-metabolite	0.194956187386621
GlcNAc sulfate conjugate of C21H34O2 steroid**	octadecenedioylcarnitine (C18:1-DC)*	0.239724615212677	metabolite-metabolite	0.239724615212677
decanoylcarnitine (C10)	myristoleoylcarnitine (C14:1)*	0.809308808069072	metabolite-metabolite	0.809308808069072
myristoylcarnitine (C14)	myristoleoylcarnitine (C14:1)*	0.708984733205757	metabolite-metabolite	0.708984733205757
laurylcarnitine (C12)	myristoleoylcarnitine (C14:1)*	0.895920575890926	metabolite-metabolite	0.895920575890926
palmitoleoylcarnitine (C16:1)*	myristoleoylcarnitine (C14:1)*	0.843779483638201	metabolite-metabolite	0.843779483638201
5-dodecenoylcarnitine (C12:1)	myristoleoylcarnitine (C14:1)*	0.757590758615905	metabolite-metabolite	0.757590758615905
methyl indole-3-acetate	tyramine O-sulfate	0.122402750069716	metabolite-metabolite	0.122402750069716
indoleacetylglutamine	tyramine O-sulfate	0.18264516221689	metabolite-metabolite	0.18264516221689
imidazole propionate	tyramine O-sulfate	0.145591749615192	metabolite-metabolite	0.145591749615192
catechol sulfate	3-hydroxypyridine sulfate	0.71345615051105	metabolite-metabolite	0.71345615051105
o-cresol sulfate	3-hydroxypyridine sulfate	0.613244032527332	metabolite-metabolite	0.613244032527332
3-methyl catechol sulfate (2)	3-hydroxypyridine sulfate	0.892479274567034	metabolite-metabolite	0.892479274567034
3-methyl catechol sulfate (1)	3-hydroxypyridine sulfate	0.873123862259308	metabolite-metabolite	0.873123862259308
3-acetylphenol sulfate	3-hydroxypyridine sulfate	0.774513408294027	metabolite-metabolite	0.774513408294027
4-vinylguaiacol sulfate	3-hydroxypyridine sulfate	0.705799095607281	metabolite-metabolite	0.705799095607281
catechol glucuronide	3-hydroxypyridine sulfate	0.774407889315876	metabolite-metabolite	0.774407889315876
4-ethylcatechol sulfate	3-hydroxypyridine sulfate	0.867827824265165	metabolite-metabolite	0.867827824265165
3-hydroxy-2-methylpyridine sulfate	3-hydroxypyridine sulfate	0.91705614353867	metabolite-metabolite	0.91705614353867
3-hydroxy-3-methylglutarate	arabonate/xylonate	0.15347707321873	metabolite-metabolite	0.15347707321873
S-adenosylhomocysteine (SAH)	arabonate/xylonate	0.335093473815418	metabolite-metabolite	0.335093473815418
myo-inositol	arabonate/xylonate	0.574409884526025	metabolite-metabolite	0.574409884526025
pseudouridine	arabonate/xylonate	0.382780369447296	metabolite-metabolite	0.382780369447296
N-acetylalanine	arabonate/xylonate	0.307913468252389	metabolite-metabolite	0.307913468252389
4-acetamidobutanoate	arabonate/xylonate	0.406263611484416	metabolite-metabolite	0.406263611484416
ribonate	arabonate/xylonate	0.262457122794828	metabolite-metabolite	0.262457122794828
pyroglutamylvaline	arabonate/xylonate	0.167940547895881	metabolite-metabolite	0.167940547895881
1-methyl-4-imidazoleacetate	arabonate/xylonate	0.230281699024309	metabolite-metabolite	0.230281699024309
N-acetylglutamine	arabonate/xylonate	0.186555591504625	metabolite-metabolite	0.186555591504625
N-acetylthreonine	arabonate/xylonate	0.329997196617707	metabolite-metabolite	0.329997196617707
N-acetylhistidine	arabonate/xylonate	0.334824308584808	metabolite-metabolite	0.334824308584808
erythronate*	arabonate/xylonate	0.491655210319314	metabolite-metabolite	0.491655210319314
N1-methylinosine	arabonate/xylonate	0.242401395078473	metabolite-metabolite	0.242401395078473
N2,N2-dimethylguanosine	arabonate/xylonate	0.157645727743721	metabolite-metabolite	0.157645727743721
N6-carbamoylthreonyladenosine	arabonate/xylonate	0.38375517635732	metabolite-metabolite	0.38375517635732
5,6-dihydrouridine	arabonate/xylonate	0.348302915213499	metabolite-metabolite	0.348302915213499
3-(3-amino-3-carboxypropyl)uridine*	arabonate/xylonate	0.21309211378102	metabolite-metabolite	0.21309211378102
gulonate*	arabonate/xylonate	0.385970604097116	metabolite-metabolite	0.385970604097116
N6-succinyladenosine	arabonate/xylonate	0.281564312124586	metabolite-metabolite	0.281564312124586
1-ribosyl-imidazoleacetate*	arabonate/xylonate	0.340458745667089	metabolite-metabolite	0.340458745667089
gamma-CEHC glucuronide*	arabonate/xylonate	0.123201929860413	metabolite-metabolite	0.123201929860413
O-sulfo-L-tyrosine	arabonate/xylonate	0.172358324199782	metabolite-metabolite	0.172358324199782
11-ketoetiocholanolone glucuronide	arabonate/xylonate	0.12333466526285	metabolite-metabolite	0.12333466526285
C-glycosyltryptophan	arabonate/xylonate	0.376426678152769	metabolite-metabolite	0.376426678152769
arabitol/xylitol	arabonate/xylonate	0.69367442912628	metabolite-metabolite	0.69367442912628
N-acetylglucosamine/N-acetylgalactosamine	arabonate/xylonate	0.24475325025596	metabolite-metabolite	0.24475325025596
phenylacetylglutamate	arabonate/xylonate	0.105750732402572	metabolite-metabolite	0.105750732402572
hydroxyasparagine**	arabonate/xylonate	0.461507354211757	metabolite-metabolite	0.461507354211757
glutamine conjugate of C6H10O2 (1)*	arabonate/xylonate	0.177608114269312	metabolite-metabolite	0.177608114269312
ascorbic acid 3-sulfate*	arabonate/xylonate	0.410382741318907	metabolite-metabolite	0.410382741318907
N-acetyl-isoputreanine	arabonate/xylonate	0.136676811465066	metabolite-metabolite	0.136676811465066
11beta-hydroxyandrosterone glucuronide	arabonate/xylonate	0.236705084307009	metabolite-metabolite	0.236705084307009
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	arabonate/xylonate	0.349122199795397	metabolite-metabolite	0.349122199795397
N,N-dimethyl-pro-pro	arabonate/xylonate	0.299305289107482	metabolite-metabolite	0.299305289107482
2-linoleoylglycerol (18:2)	1-dihomo-linolenylglycerol (20:3)	0.599486771799434	metabolite-metabolite	0.599486771799434
stearidonate (18:4n3)	1-dihomo-linolenylglycerol (20:3)	0.255639124967851	metabolite-metabolite	0.255639124967851
1-palmitoleoylglycerol (16:1)*	1-dihomo-linolenylglycerol (20:3)	0.557400339327163	metabolite-metabolite	0.557400339327163
1-linoleoylglycerol (18:2)	1-dihomo-linolenylglycerol (20:3)	0.704043374254431	metabolite-metabolite	0.704043374254431
3-methyl catechol sulfate (2)	4-vinylguaiacol sulfate	0.705258237562121	metabolite-metabolite	0.705258237562121
3-hydroxypyridine sulfate	4-vinylguaiacol sulfate	0.705799095607281	metabolite-metabolite	0.705799095607281
5-hydroxyindoleacetate	vanillactate	0.287444635492196	metabolite-metabolite	0.287444635492196
kynurenate	vanillactate	0.17192977853605	metabolite-metabolite	0.17192977853605
3-hydroxy-3-methylglutarate	vanillactate	0.386839246589541	metabolite-metabolite	0.386839246589541
quinolinate	vanillactate	0.199086184640167	metabolite-metabolite	0.199086184640167
myo-inositol	vanillactate	0.39738933658451	metabolite-metabolite	0.39738933658451
vanillylmandelate (VMA)	vanillactate	0.506236027731784	metabolite-metabolite	0.506236027731784
4-acetamidobutanoate	vanillactate	0.461186634521663	metabolite-metabolite	0.461186634521663
pyroglutamylglutamine	vanillactate	0.26998200687631	metabolite-metabolite	0.26998200687631
3-hydroxysebacate	vanillactate	0.220147994025772	metabolite-metabolite	0.220147994025772
1-methyl-4-imidazoleacetate	vanillactate	0.233785446151704	metabolite-metabolite	0.233785446151704
N-acetyltryptophan	vanillactate	0.299260382698721	metabolite-metabolite	0.299260382698721
N-acetylhistidine	vanillactate	0.341313510964958	metabolite-metabolite	0.341313510964958
N1-methylinosine	vanillactate	0.378312265227448	metabolite-metabolite	0.378312265227448
N2,N2-dimethylguanosine	vanillactate	0.421720234522988	metabolite-metabolite	0.421720234522988
N6-carbamoylthreonyladenosine	vanillactate	0.48323394713398	metabolite-metabolite	0.48323394713398
phenylacetylglutamine	vanillactate	0.301285720628339	metabolite-metabolite	0.301285720628339
4-hydroxyhippurate	vanillactate	0.104464900124434	metabolite-metabolite	0.104464900124434
3-(3-amino-3-carboxypropyl)uridine*	vanillactate	0.281970658669497	metabolite-metabolite	0.281970658669497
tetradecanedioate (C14-DC)	vanillactate	0.100433484224985	metabolite-metabolite	0.100433484224985
hexadecanedioate (C16-DC)	vanillactate	0.132594980254238	metabolite-metabolite	0.132594980254238
N6-succinyladenosine	vanillactate	0.164527934712926	metabolite-metabolite	0.164527934712926
3-methylglutaconate	vanillactate	0.128774096431428	metabolite-metabolite	0.128774096431428
hydantoin-5-propionate	vanillactate	0.209581882569069	metabolite-metabolite	0.209581882569069
11-ketoetiocholanolone glucuronide	vanillactate	0.228481235675955	metabolite-metabolite	0.228481235675955
octadecenedioylcarnitine (C18:1-DC)*	vanillactate	0.144500377329823	metabolite-metabolite	0.144500377329823
p-cresol glucuronide*	vanillactate	0.287038092061517	metabolite-metabolite	0.287038092061517
N-acetylkynurenine (2)	vanillactate	0.218096652923594	metabolite-metabolite	0.218096652923594
N-acetylglucosamine/N-acetylgalactosamine	vanillactate	0.320698028393227	metabolite-metabolite	0.320698028393227
adipoylcarnitine (C6-DC)	vanillactate	0.170176827995793	metabolite-metabolite	0.170176827995793
suberoylcarnitine (C8-DC)	vanillactate	0.33059298948597	metabolite-metabolite	0.33059298948597
phenylacetylglutamate	vanillactate	0.25262362911509	metabolite-metabolite	0.25262362911509
cortolone glucuronide (1)	vanillactate	0.27044678487444	metabolite-metabolite	0.27044678487444
dodecenedioate (C12:1-DC)*	vanillactate	0.427011077558679	metabolite-metabolite	0.427011077558679
hexadecenedioate (C16:1-DC)*	vanillactate	0.177522813835247	metabolite-metabolite	0.177522813835247
pyroglutamylalanine*	vanillactate	0.17402234159793	metabolite-metabolite	0.17402234159793
glutamine conjugate of C7H12O2*	vanillactate	0.274978405247959	metabolite-metabolite	0.274978405247959
glutamine conjugate of C6H10O2 (1)*	vanillactate	0.322894382141145	metabolite-metabolite	0.322894382141145
2-hydroxysebacate	vanillactate	0.357523886018482	metabolite-metabolite	0.357523886018482
N-acetyl-isoputreanine	vanillactate	0.187825095413447	metabolite-metabolite	0.187825095413447
11beta-hydroxyandrosterone glucuronide	vanillactate	0.336685127353154	metabolite-metabolite	0.336685127353154
N2-acetyl,N6,N6-dimethyllysine	vanillactate	0.218405349095661	metabolite-metabolite	0.218405349095661
4-methylhexanoylglutamine	vanillactate	0.157107364503702	metabolite-metabolite	0.157107364503702
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	vanillactate	0.464000356924715	metabolite-metabolite	0.464000356924715
hydroxy-N6,N6,N6-trimethyllysine*	vanillactate	0.148794593264637	metabolite-metabolite	0.148794593264637
(S)-a-amino-omega-caprolactam	vanillactate	0.18939667628291	metabolite-metabolite	0.18939667628291
GlcNAc sulfate conjugate of C21H34O2 steroid**	vanillactate	-0.132519238539819	metabolite-metabolite	0.132519238539819
tetrahydrocortisol glucuronide	vanillactate	0.241362796655187	metabolite-metabolite	0.241362796655187
N,N-dimethyl-pro-pro	vanillactate	0.223491247899132	metabolite-metabolite	0.223491247899132
5alpha-pregnan-3beta,20alpha-diol disulfate	pregnanolone/allopregnanolone sulfate	0.881757904815912	metabolite-metabolite	0.881757904815912
5alpha-pregnan-3beta,20beta-diol monosulfate (1)	pregnanolone/allopregnanolone sulfate	0.981356062006152	metabolite-metabolite	0.981356062006152
5alpha-pregnan-diol disulfate	pregnanolone/allopregnanolone sulfate	0.922169236437213	metabolite-metabolite	0.922169236437213
5alpha-pregnan-3beta-ol,20-one sulfate	pregnanolone/allopregnanolone sulfate	0.938733492063459	metabolite-metabolite	0.938733492063459
pregnanediol-3-glucuronide	pregnanolone/allopregnanolone sulfate	0.91181401038705	metabolite-metabolite	0.91181401038705
1,2,3-benzenetriol sulfate (2)	2-methoxyresorcinol sulfate	0.816140608808746	metabolite-metabolite	0.816140608808746
2-aminophenol sulfate	2-acetamidophenol sulfate	0.901376069789096	metabolite-metabolite	0.901376069789096
5-hydroxyindoleacetate	p-cresol glucuronide*	0.209330404639214	metabolite-metabolite	0.209330404639214
3-hydroxy-3-methylglutarate	p-cresol glucuronide*	0.158774250893302	metabolite-metabolite	0.158774250893302
vanillylmandelate (VMA)	p-cresol glucuronide*	0.26662312191438	metabolite-metabolite	0.26662312191438
4-acetamidobutanoate	p-cresol glucuronide*	0.196312298919953	metabolite-metabolite	0.196312298919953
N-acetyltryptophan	p-cresol glucuronide*	0.186925771231174	metabolite-metabolite	0.186925771231174
N-acetylhistidine	p-cresol glucuronide*	0.192992496090581	metabolite-metabolite	0.192992496090581
N1-methylinosine	p-cresol glucuronide*	0.242216594510876	metabolite-metabolite	0.242216594510876
N2,N2-dimethylguanosine	p-cresol glucuronide*	0.240425587887033	metabolite-metabolite	0.240425587887033
N6-carbamoylthreonyladenosine	p-cresol glucuronide*	0.178848835253549	metabolite-metabolite	0.178848835253549
phenylacetylglutamine	p-cresol glucuronide*	0.706432554930281	metabolite-metabolite	0.706432554930281
3-(3-amino-3-carboxypropyl)uridine*	p-cresol glucuronide*	0.191075805519504	metabolite-metabolite	0.191075805519504
3-methylglutaconate	p-cresol glucuronide*	0.251778993746494	metabolite-metabolite	0.251778993746494
11-ketoetiocholanolone glucuronide	p-cresol glucuronide*	0.163619376423397	metabolite-metabolite	0.163619376423397
octadecenedioylcarnitine (C18:1-DC)*	p-cresol glucuronide*	-0.144047731021019	metabolite-metabolite	0.144047731021019
vanillactate	p-cresol glucuronide*	0.287038092061517	metabolite-metabolite	0.287038092061517
N-acetylglucosamine/N-acetylgalactosamine	p-cresol glucuronide*	0.120409855076042	metabolite-metabolite	0.120409855076042
adipoylcarnitine (C6-DC)	p-cresol glucuronide*	-0.123226761243593	metabolite-metabolite	0.123226761243593
phenylacetylglutamate	p-cresol glucuronide*	0.538246088223186	metabolite-metabolite	0.538246088223186
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	p-cresol glucuronide*	0.128094342809815	metabolite-metabolite	0.128094342809815
pyroglutamylalanine*	p-cresol glucuronide*	0.186783623849292	metabolite-metabolite	0.186783623849292
N-acetyl-isoputreanine	p-cresol glucuronide*	0.231545849551954	metabolite-metabolite	0.231545849551954
N2-acetyl,N6,N6-dimethyllysine	p-cresol glucuronide*	0.143220709741811	metabolite-metabolite	0.143220709741811
2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	p-cresol glucuronide*	0.111233334725104	metabolite-metabolite	0.111233334725104
(S)-a-amino-omega-caprolactam	p-cresol glucuronide*	0.252686649396285	metabolite-metabolite	0.252686649396285
GlcNAc sulfate conjugate of C21H34O2 steroid**	p-cresol glucuronide*	-0.136293948238919	metabolite-metabolite	0.136293948238919
N,N-dimethyl-pro-pro	p-cresol glucuronide*	0.104167148877786	metabolite-metabolite	0.104167148877786
3-indoxyl sulfate	6-hydroxyindole sulfate	0.903981646557629	metabolite-metabolite	0.903981646557629
phenylacetylglutamine	6-hydroxyindole sulfate	0.57543894755917	metabolite-metabolite	0.57543894755917
indolin-2-one	6-hydroxyindole sulfate	0.556702423288981	metabolite-metabolite	0.556702423288981
sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	sphingomyelin (d18:1/20:0, d16:1/22:0)*	0.60193259544966	metabolite-metabolite	0.60193259544966
sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	sphingomyelin (d18:1/20:0, d16:1/22:0)*	0.579489753122653	metabolite-metabolite	0.579489753122653
sphingomyelin (d18:1/19:0, d19:1/18:0)*	sphingomyelin (d18:1/20:0, d16:1/22:0)*	0.542113970372528	metabolite-metabolite	0.542113970372528
sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*	0.832773032952421	metabolite-metabolite	0.832773032952421
lignoceroyl sphingomyelin (d18:1/24:0)	behenoyl sphingomyelin (d18:1/22:0)*	0.811844224367514	metabolite-metabolite	0.811844224367514
tricosanoyl sphingomyelin (d18:1/23:0)*	behenoyl sphingomyelin (d18:1/22:0)*	0.765975812676512	metabolite-metabolite	0.765975812676512
sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	behenoyl sphingomyelin (d18:1/22:0)*	0.67446742806208	metabolite-metabolite	0.67446742806208
sphingomyelin (d18:1/14:0, d16:1/16:0)*	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	0.500879940729179	metabolite-metabolite	0.500879940729179
sphingomyelin (d18:1/20:0, d16:1/22:0)*	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	0.60193259544966	metabolite-metabolite	0.60193259544966
lignoceroyl sphingomyelin (d18:1/24:0)	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	0.73902144531039	metabolite-metabolite	0.73902144531039
tricosanoyl sphingomyelin (d18:1/23:0)*	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	0.666936610446736	metabolite-metabolite	0.666936610446736
sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	0.725447274919031	metabolite-metabolite	0.725447274919031
sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	0.665987556143636	metabolite-metabolite	0.665987556143636
sphingomyelin (d18:2/21:0, d16:2/23:0)*	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	0.670415080433281	metabolite-metabolite	0.670415080433281
sphingomyelin (d17:2/16:0, d18:2/15:0)*	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	0.620551235412437	metabolite-metabolite	0.620551235412437
sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*	sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	0.832773032952421	metabolite-metabolite	0.832773032952421
behenoyl sphingomyelin (d18:1/22:0)*	lignoceroyl sphingomyelin (d18:1/24:0)	0.811844224367514	metabolite-metabolite	0.811844224367514
sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	lignoceroyl sphingomyelin (d18:1/24:0)	0.73902144531039	metabolite-metabolite	0.73902144531039
tricosanoyl sphingomyelin (d18:1/23:0)*	lignoceroyl sphingomyelin (d18:1/24:0)	0.7677407059111	metabolite-metabolite	0.7677407059111
sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	lignoceroyl sphingomyelin (d18:1/24:0)	0.558080449012184	metabolite-metabolite	0.558080449012184
sphingomyelin (d18:1/14:0, d16:1/16:0)*	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	0.636557560303857	metabolite-metabolite	0.636557560303857
sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	0.754109839543589	metabolite-metabolite	0.754109839543589
sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	0.679579759993963	metabolite-metabolite	0.679579759993963
sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	0.777293092945523	metabolite-metabolite	0.777293092945523
sphingomyelin (d18:1/19:0, d19:1/18:0)*	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	0.686016496745825	metabolite-metabolite	0.686016496745825
sphingomyelin (d18:2/21:0, d16:2/23:0)*	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	0.624102915065549	metabolite-metabolite	0.624102915065549
sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	0.639634125273829	metabolite-metabolite	0.639634125273829
sphingomyelin (d17:2/16:0, d18:2/15:0)*	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	0.709797613218841	metabolite-metabolite	0.709797613218841
dopamine 3-O-sulfate	dopamine 4-sulfate	0.941552168006189	metabolite-metabolite	0.941552168006189
dopamine 4-sulfate	dopamine 3-O-sulfate	0.941552168006189	metabolite-metabolite	0.941552168006189
3-hydroxyoctanoate	3-hydroxyhexanoate	0.645529578161937	metabolite-metabolite	0.645529578161937
glutamine conjugate of C6H10O2 (2)*	3-hydroxyhexanoate	0.509408215220639	metabolite-metabolite	0.509408215220639
2-methoxyresorcinol sulfate	1,2,3-benzenetriol sulfate (2)	0.816140608808746	metabolite-metabolite	0.816140608808746
3-methoxycatechol sulfate (1)	1,2,3-benzenetriol sulfate (2)	0.901751872179503	metabolite-metabolite	0.901751872179503
1,2,3-benzenetriol sulfate (2)	3-methoxycatechol sulfate (1)	0.901751872179503	metabolite-metabolite	0.901751872179503
kynurenate	N-acetylkynurenine (2)	0.434046459357942	metabolite-metabolite	0.434046459357942
4-acetamidobutanoate	N-acetylkynurenine (2)	0.119240408914203	metabolite-metabolite	0.119240408914203
N-acetyltryptophan	N-acetylkynurenine (2)	0.609374791393003	metabolite-metabolite	0.609374791393003
N-acetylhistidine	N-acetylkynurenine (2)	0.329401311452698	metabolite-metabolite	0.329401311452698
N2,N2-dimethylguanosine	N-acetylkynurenine (2)	0.106320422171666	metabolite-metabolite	0.106320422171666
N6-carbamoylthreonyladenosine	N-acetylkynurenine (2)	0.211098627775521	metabolite-metabolite	0.211098627775521
hexadecanedioate (C16-DC)	N-acetylkynurenine (2)	0.138900793581389	metabolite-metabolite	0.138900793581389
11-ketoetiocholanolone glucuronide	N-acetylkynurenine (2)	0.313069069707861	metabolite-metabolite	0.313069069707861
vanillactate	N-acetylkynurenine (2)	0.218096652923594	metabolite-metabolite	0.218096652923594
suberoylcarnitine (C8-DC)	N-acetylkynurenine (2)	0.102818248428191	metabolite-metabolite	0.102818248428191
cortolone glucuronide (1)	N-acetylkynurenine (2)	0.261121131288768	metabolite-metabolite	0.261121131288768
11beta-hydroxyandrosterone glucuronide	N-acetylkynurenine (2)	0.311409379101162	metabolite-metabolite	0.311409379101162
tetrahydrocortisol glucuronide	N-acetylkynurenine (2)	0.314141752448109	metabolite-metabolite	0.314141752448109
S-adenosylhomocysteine (SAH)	C-glycosyltryptophan	0.425589861058722	metabolite-metabolite	0.425589861058722
myo-inositol	C-glycosyltryptophan	0.540312196099123	metabolite-metabolite	0.540312196099123
pseudouridine	C-glycosyltryptophan	0.552906863032656	metabolite-metabolite	0.552906863032656
dihydroorotate	C-glycosyltryptophan	-0.103722234481553	metabolite-metabolite	0.103722234481553
N-acetylalanine	C-glycosyltryptophan	0.585923078082069	metabolite-metabolite	0.585923078082069
4-acetamidobutanoate	C-glycosyltryptophan	0.533629514611202	metabolite-metabolite	0.533629514611202
3-aminoisobutyrate	C-glycosyltryptophan	0.188424880013209	metabolite-metabolite	0.188424880013209
xanthosine	C-glycosyltryptophan	0.13645367823301	metabolite-metabolite	0.13645367823301
ribonate	C-glycosyltryptophan	0.302871677209347	metabolite-metabolite	0.302871677209347
1-methyl-4-imidazoleacetate	C-glycosyltryptophan	0.285198743390751	metabolite-metabolite	0.285198743390751
N-acetylthreonine	C-glycosyltryptophan	0.396719445104056	metabolite-metabolite	0.396719445104056
erythronate*	C-glycosyltryptophan	0.489815959000555	metabolite-metabolite	0.489815959000555
N2,N2-dimethylguanosine	C-glycosyltryptophan	0.700952204054908	metabolite-metabolite	0.700952204054908
N6-carbamoylthreonyladenosine	C-glycosyltryptophan	0.645333086590341	metabolite-metabolite	0.645333086590341
orotidine	C-glycosyltryptophan	0.109637475100789	metabolite-metabolite	0.109637475100789
phenylacetylglutamine	C-glycosyltryptophan	0.297991079285379	metabolite-metabolite	0.297991079285379
5,6-dihydrouridine	C-glycosyltryptophan	0.595056585523099	metabolite-metabolite	0.595056585523099
3-(3-amino-3-carboxypropyl)uridine*	C-glycosyltryptophan	0.538274074408615	metabolite-metabolite	0.538274074408615
gulonate*	C-glycosyltryptophan	0.122022798111719	metabolite-metabolite	0.122022798111719
1-ribosyl-imidazoleacetate*	C-glycosyltryptophan	0.379240441840031	metabolite-metabolite	0.379240441840031
mannitol/sorbitol	C-glycosyltryptophan	0.19105760017744	metabolite-metabolite	0.19105760017744
N-acetylserine	C-glycosyltryptophan	0.539061888393604	metabolite-metabolite	0.539061888393604
5-(galactosylhydroxy)-L-lysine	C-glycosyltryptophan	0.145556436490755	metabolite-metabolite	0.145556436490755
acisoga	C-glycosyltryptophan	0.229540459073507	metabolite-metabolite	0.229540459073507
O-sulfo-L-tyrosine	C-glycosyltryptophan	0.193010561897146	metabolite-metabolite	0.193010561897146
3-methylglutarylcarnitine (2)	C-glycosyltryptophan	0.466011976511576	metabolite-metabolite	0.466011976511576
arabonate/xylonate	C-glycosyltryptophan	0.376426678152769	metabolite-metabolite	0.376426678152769
arabitol/xylitol	C-glycosyltryptophan	0.387337448609952	metabolite-metabolite	0.387337448609952
methylsuccinoylcarnitine	C-glycosyltryptophan	0.328616620566161	metabolite-metabolite	0.328616620566161
hydroxyasparagine**	C-glycosyltryptophan	0.75427147763402	metabolite-metabolite	0.75427147763402
N,N-dimethyl-pro-pro	C-glycosyltryptophan	0.326530454281982	metabolite-metabolite	0.326530454281982
metoprolol acid metabolite*	alpha-hydroxymetoprolol	0.787895660612972	metabolite-metabolite	0.787895660612972
S-adenosylhomocysteine (SAH)	arabitol/xylitol	0.305881749491488	metabolite-metabolite	0.305881749491488
pseudouridine	arabitol/xylitol	0.439309278049443	metabolite-metabolite	0.439309278049443
glucuronate	arabitol/xylitol	0.143937755374128	metabolite-metabolite	0.143937755374128
ribonate	arabitol/xylitol	0.120306262009845	metabolite-metabolite	0.120306262009845
1-methyl-4-imidazoleacetate	arabitol/xylitol	0.170866365267793	metabolite-metabolite	0.170866365267793
N-acetylthreonine	arabitol/xylitol	0.347546815971246	metabolite-metabolite	0.347546815971246
erythronate*	arabitol/xylitol	0.564918523983894	metabolite-metabolite	0.564918523983894
N6-carbamoylthreonyladenosine	arabitol/xylitol	0.43352091066298	metabolite-metabolite	0.43352091066298
gulonate*	arabitol/xylitol	0.263408294735283	metabolite-metabolite	0.263408294735283
1-ribosyl-imidazoleacetate*	arabitol/xylitol	0.324116677452144	metabolite-metabolite	0.324116677452144
O-sulfo-L-tyrosine	arabitol/xylitol	0.143901501813172	metabolite-metabolite	0.143901501813172
arabonate/xylonate	arabitol/xylitol	0.69367442912628	metabolite-metabolite	0.69367442912628
